artist,metascore,num_lyric_tracks,release_date,title,user_score,explicit_count,explicit_avg
Wilco,83,11,16-Jul-15,Star Wars,8.4,1,0.09090909090909091
Visionist,83,0,9-Oct-15,Safe,tbd,0,0.0
Ryley Walker,83,4,31-Mar-15,Primrose Green,8.4,0,0.0
Locrian,83,0,24-Jul-15,Infinite Dissolution,tbd,0,0.0
Kurt Vile,83,13,25-Sep-15,B'lieve I'm Goin' Down,7.5,6,0.46153846153846156
Jennifer Lopez,45,16,17-Jun-14,A.K.A.,5.6,33,2.0625
Lea Michele,48,11,4-Mar-14,Louder,7.7,5,0.45454545454545453
Robin Thicke,49,14,1-Jul-14,Paula,1.4,3,0.21428571428571427
David Guetta,51,17,24-Nov-14,Listen,5.4,2,0.11764705882352941
50 Cent,53,14,3-Jun-14,Animal Ambition: An Untamed Desire to Win,6.0,227,16.214285714285715
Yes,53,8,22-Jul-14,Heaven & Earth,4.3,2,0.25
Rick Ross,54,19,24-Nov-14,Hood Billionaire,2.3,309,16.263157894736842
Wiz Khalifa,54,18,19-Aug-14,Blacc Hollywood,5.4,199,11.055555555555555
Jason Aldean,54,18,7-Oct-14,"Old Boots, New Dirt",4.2,6,0.3333333333333333
John Frusciante,55,11,8-Apr-14,Enclosure,7.5,2,0.18181818181818182
Cold War Kids,55,11,21-Oct-14,Hold My Home,7.6,1,0.09090909090909091
Maroon 5,55,16,2-Sep-14,V,5.4,52,3.25
Dog Bite,56,0,21-Jan-14,Tranquilizers,5.3,0,0.0
The Jezabels,56,10,18-Feb-14,The Brink,7.7,1,0.1
Nina Nesbitt,56,20,17-Feb-14,Peroxide,6.1,3,0.15
Jessie J,56,16,14-Oct-14,Sweet Talker,5.2,10,0.625
Iggy Azalea,56,15,22-Apr-14,The New Classic,6.4,132,8.8
Brad Paisley,56,15,25-Aug-14,Moonshine in the Trunk,6.8,5,0.3333333333333333
Calvin Harris,57,15,4-Nov-14,Motion,6.9,14,0.9333333333333333
Neon Trees,58,11,22-Apr-14,Pop Psychology,7.6,7,0.6363636363636364
Embrace,58,11,28-Apr-14,Embrace,8.0,1,0.09090909090909091
The Fall,58,0,27-Oct-14,"Live: Uurop VIII-XII/Places in Sun & Winter, Son",tbd,0,0.0
Foster the People,58,15,18-Mar-14,Supermodel,7.6,2,0.13333333333333333
Drowners,58,13,28-Jan-14,Drowners,7.4,3,0.23076923076923078
Klaxons,58,11,16-Jun-14,Love Frequency,6.1,0,0.0
Pink Floyd,58,21,10-Nov-14,The Endless River,7.5,1,0.047619047619047616
The Flaming Lips,59,13,28-Oct-14,With a Little Help from My Fwends,4.7,0,0.0
Dan Croll,59,12,1-Apr-14,Sweet Disarray,7.8,0,0.0
Skrillex,59,11,18-Mar-14,Recess,5.6,167,15.181818181818182
Clean Bandit,59,15,17-Jun-14,New Eyes,8.4,1,0.06666666666666667
Kaiser Chiefs,59,12,1-Apr-14,"Education, Education, Education & War",7.1,6,0.5
The Orwells,60,11,3-Jun-14,Disgraceland,6.9,3,0.2727272727272727
Lia Ices,60,3,16-Sep-14,Ices,tbd,0,0.0
Wu-Tang Clan,60,15,2-Dec-14,A Better Tomorrow,6.7,72,4.8
Kid Cudi,60,10,25-Feb-14,Satellite Flight: The Journey to Mother Moon,6.9,13,1.3
Lily Allen,60,18,6-May-14,Sheezus,7.0,81,4.5
George Michael,60,17,18-Mar-14,Symphonica,8.7,3,0.17647058823529413
Neil Young,60,10,4-Nov-14,Storytone,5.3,1,0.1
David Shrigley,60,0,15-Dec-14,Music and Words,tbd,0,0.0
Santana,60,0,6-May-14,Corazón,2.3,0,0.0
The Kooks,60,15,2-Sep-14,Listen,6.0,0,0.0
Foxes,61,16,11-Mar-14,Glorious,8.1,0,0.0
Die Antwoord,61,16,3-Jun-14,Donker Mag,7.2,274,17.125
RiFF RAFF,61,18,24-Jun-14,Neon Icon,6.6,73,4.055555555555555
Les Claypool's Duo De Twang,61,15,4-Feb-14,Four Foot Shack,tbd,6,0.4
Primus,61,14,21-Oct-14,Primus & the Chocolate Factory with the Fungi Ensemble,8.6,1,0.07142857142857142
Echo & the Bunnymen,61,10,3-Jun-14,Meteorites,6.8,0,0.0
Coldplay,61,9,19-May-14,Ghost Stories,7.3,0,0.0
Prince,61,12,30-Sep-14,PlectrumElectrum,5.1,1,0.08333333333333333
Indiana,61,19,1-Sep-14,No Romeo,7.1,0,0.0
Eminem,61,0,24-Nov-14,Shady XV,6.9,0,0.0
The Drums,61,12,23-Sep-14,Encyclopedia,7.0,0,0.0
Christopher Owens,61,5,30-Sep-14,A New Testament,tbd,0,0.0
Karl Hyde,62,0,6-May-14,Someday World,tbd,0,0.0
Sam Smith,62,10,17-Jun-14,In the Lonely Hour,6.8,5,0.5
Maxïmo Park,62,0,3-Feb-14,Too Much Information,8.4,0,0.0
Kasabian,62,15,9-Jun-14,48:13:00,7.3,1,0.06666666666666667
Foxygen,62,24,14-Oct-14,...And Star Power,5.9,6,0.25
The Gaslight Anthem,62,12,12-Aug-14,Get Hurt,8.0,2,0.16666666666666666
Wild Cub,62,14,21-Jan-14,Youth,7.5,0,0.0
Damaged Bug,63,11,25-Feb-14,Hubba Bubba,tbd,1,0.09090909090909091
Passenger,63,18,10-Jun-14,Whispers,7.4,5,0.2777777777777778
Porter Robinson,63,13,12-Aug-14,Worlds,8.8,0,0.0
Various Artists,63,12,7-Jan-14,Peter Gabriel Tribute Album: And I'll Scratch Yours,7.0,3,0.25
Chris Brown,63,22,16-Sep-14,X,7.1,67,3.0454545454545454
Young Magic,63,0,6-May-14,Breathing Statues,tbd,0,0.0
The Vines,63,20,2-Sep-14,Wicked Nature,7.6,4,0.2
Eugene McGuinness,63,10,7-Jul-14,Chroma,tbd,2,0.2
Kiesza,63,14,21-Oct-14,Sound of a Woman,6.1,5,0.35714285714285715
Aloe Blacc,64,13,11-Mar-14,Lift Your Spirit,4.3,4,0.3076923076923077
Lo-Fang,64,11,25-Feb-14,Blue Film,7.1,3,0.2727272727272727
Blood Red Shoes,64,16,3-Mar-14,Blood Red Shoes,7.2,3,0.1875
Sage Francis,64,15,3-Jun-14,Copper Gone,8.2,56,3.7333333333333334
Lady Gaga,64,0,23-Sep-14,Cheek to Cheek,8.5,0,0.0
Bass Drum of Death,64,10,7-Oct-14,Rip This,tbd,2,0.2
D'Angelo,95,12,15-Dec-14,Black Messiah,8.7,4,0.3333333333333333
Behemoth,92,10,4-Feb-14,The Satanist,8.5,6,0.6
The Hotelier,91,9,25-Feb-14,"Home, Like Noplace Is There",8.4,4,0.4444444444444444
St. Vincent,89,15,25-Feb-14,St. Vincent,8.6,2,0.13333333333333333
Run the Jewels,89,0,27-Oct-14,RTJ2,8.7,0,0.0
Swans,88,11,13-May-14,To Be Kind,8.7,29,2.6363636363636362
Pallbearer,88,8,19-Aug-14,Foundations of Burden,8.0,0,0.0
La Dispute,88,11,18-Mar-14,Rooms of the House,8.4,1,0.09090909090909091
Big K.R.I.T.,88,18,10-Nov-14,Cadillactica,8.8,201,11.166666666666666
Flying Lotus,88,22,7-Oct-14,You're Dead!,8.6,15,0.6818181818181818
Rosanne Cash,87,14,14-Jan-14,The River & the Thread,7.5,1,0.07142857142857142
Perfume Genius,87,11,23-Sep-14,Too Bright,8.3,2,0.18181818181818182
The Delines,87,7,17-Jun-14,Colfax,7.5,0,0.0
Fennesz,86,0,29-Apr-14,Bécs,8.4,0,0.0
Sharon Van Etten,86,11,27-May-14,Are We There,8.6,6,0.5454545454545454
Aphex Twin,86,14,23-Sep-14,Syro,8.1,11,0.7857142857142857
Miranda Lambert,86,16,3-Jun-14,Platinum,8.1,22,1.375
FKA twigs,86,12,12-Aug-14,LP1,8.5,13,1.0833333333333333
Indian,86,4,21-Jan-14,From All Purity,7.7,1,0.25
Wild Beasts,86,11,25-Feb-14,Present Tense,8.4,6,0.5454545454545454
Leonard Cohen,86,9,23-Sep-14,Popular Problems,7.9,2,0.2222222222222222
The War on Drugs,86,10,18-Mar-14,Lost In the Dream,8.7,3,0.3
Steve Gunn,86,1,7-Oct-14,Way Out Weather,8.5,0,0.0
The Marmozets,86,0,29-Sep-14,The Weird and Wonderful,8.6,0,0.0
Sun Kil Moon,85,13,11-Feb-14,Benji,8.5,16,1.2307692307692308
Jennifer Castle,85,9,2-Sep-14,Pink City,8.2,2,0.2222222222222222
YOB,85,4,2-Sep-14,Clearing the Path to Ascend,8.4,1,0.25
Jenny Hval & Susanna,84,15,19-Aug-14,Meshes of Voice,8.7,0,0.0
Godflesh,84,10,7-Oct-14,A World Lit Only by Fire,7.6,2,0.2
Lee Ann Womack,84,15,23-Sep-14,The Way I'm Livin',7.8,3,0.2
Agalloch,84,7,13-May-14,The Serpent & the Sphere,8.2,0,0.0
Angel Olsen,84,16,18-Feb-14,Burn Your Fire for No Witness,8.4,0,0.0
Ex Hex,84,12,7-Oct-14,Rips,8.1,0,0.0
Caribou,84,14,7-Oct-14,Our Love,8.1,0,0.0
Ben Frost,84,9,27-May-14,A U R O R A,7.8,0,0.0
Shellac,84,9,16-Sep-14,Dude Incredible,7.7,6,0.6666666666666666
Ought,84,8,29-Apr-14,More Than Any Other Day,8.6,3,0.375
Lee Fields,84,11,3-Jun-14,Emma Jean,8.3,1,0.09090909090909091
Angaleena Presley,84,12,14-Oct-14,American Middle Class,tbd,18,1.5
Strand of Oaks,83,10,24-Jun-14,Heal,8.1,2,0.2
Electric Wizard,83,9,30-Sep-14,Time to Die,7.7,6,0.6666666666666666
The Bug,83,12,26-Aug-14,Angels & Devils,7.2,67,5.583333333333333
Marissa Nadler,83,11,4-Feb-14,July,8.6,2,0.18181818181818182
Clark,83,13,4-Nov-14,Clark,8.2,0,0.0
Andy Stott,83,9,18-Nov-14,Faith in Strangers,8.2,0,0.0
Gazelle Twin,83,12,23-Sep-14,Unflesh,8.6,2,0.16666666666666666
Jolie Holland,83,11,20-May-14,Wine Dark Sea,tbd,1,0.09090909090909091
Young Fathers,83,11,4-Feb-14,Dead,7.8,7,0.6363636363636364
Douglas Dare,83,10,13-May-14,Whelm,8.7,0,0.0
Moodymann,83,1,27-Jan-14,Moodymann,6.6,3,3.0
Total Control,83,6,24-Jun-14,Typical System,7.0,0,0.0
Lucinda Williams,83,20,30-Sep-14,Down Where the Spirit Meets the Bone,8.3,15,0.75
Protomartyr,83,14,8-Apr-14,Under Color of Official Right,8.3,4,0.2857142857142857
tUnE-yArDs,83,13,6-May-14,Nikki Nack,8.0,3,0.23076923076923078
Sunn O))),83,1,21-Oct-14,Soused,7.4,0,0.0
PUP,83,10,8-Apr-14,PUP,8.2,0,0.0
Fear of Men,83,10,22-Apr-14,Loom,7.6,0,0.0
Manic Street Preachers,83,20,7-Jul-14,Futurology,8.3,4,0.2
Mr Twin Sister,83,8,23-Sep-14,Mr Twin Sister,7.9,0,0.0
Sidiki Diabate,83,0,19-May-14,Toumani & Sidiki,tbd,0,0.0
Carla Bozulich,83,3,4-Mar-14,Boy,6.0,0,0.0
Against Me!,82,10,21-Jan-14,Transgender Dysphoria Blues,8.0,14,1.4
The Soft Pink Truth,82,1,17-Jun-14,Why Do the Heathen Rage?,tbd,3,3.0
Reigning Sound,82,11,15-Jul-14,Shattered,7.6,1,0.09090909090909091
Joyce Manor,82,10,22-Jul-14,Never Hungover Again,8.3,7,0.7
Happyness,82,17,16-Jun-14,Weird Little Birthday,7.9,8,0.47058823529411764
Owen Pallett,82,13,27-May-14,In Conflict,8.3,2,0.15384615384615385
Future Islands,82,10,25-Mar-14,Singles,8.6,0,0.0
Weyes Blood,82,10,21-Oct-14,The Innocents,8.1,0,0.0
Eric Church,82,13,11-Feb-14,The Outsiders,7.7,42,3.230769230769231
Mac DeMarco,82,11,1-Apr-14,Salad Days,8.7,2,0.18181818181818182
Bing & Ruth,82,0,14-Oct-14,Tomorrow Was the Golden Age,tbd,0,0.0
These New Puritans,82,9,4-Mar-14,Field of Reeds,8.4,0,0.0
Vashti Bunyan,82,10,7-Oct-14,Heartleap,8.7,0,0.0
Freddie Gibbs,82,0,18-Mar-14,Piñata,8.6,0,0.0
Megadeth,41,13,4-Jun-13,Super Collider,5.3,6,0.46153846153846156
Black Flag,42,1,3-Dec-13,What The...,4.1,1,1.0
LL Cool J,46,16,30-Apr-13,Authentic,4.0,25,1.5625
Kodaline,47,15,8-Oct-13,In a Perfect World,6.8,2,0.13333333333333333
Boston,47,11,3-Dec-13,Life Love & Hope,7.5,1,0.09090909090909091
The Neighbourhood,48,11,23-Apr-13,I Love You,7.6,7,0.6363636363636364
James Blunt,49,22,5-Nov-13,Moon Landing,7.6,8,0.36363636363636365
Johnny Borrell,49,0,22-Jul-13,Borrell 1,tbd,0,0.0
will.i.am,49,18,23-Apr-13,#willpower,2.6,132,7.333333333333333
Tyga,50,18,9-Apr-13,Hotel California,3.8,391,21.72222222222222
Bon Jovi,50,17,12-Mar-13,What About Now,5.5,4,0.23529411764705882
Britney Spears,50,14,3-Dec-13,Britney Jean,6.0,23,1.6428571428571428
Devlin,51,13,4-Feb-13,A Moving Picture,4.8,27,2.076923076923077
Lil Wayne,51,20,26-Mar-13,I Am Not a Human Being II,3.7,534,26.7
Dizzee Rascal,51,16,30-Sep-13,The Fifth,2.5,88,5.5
Todd Rundgren,53,18,9-Apr-13,State,tbd,4,0.2222222222222222
Snoop Lion,53,16,23-Apr-13,Reincarnated,5.4,4,0.25
The Ruby Suns,54,10,29-Jan-13,Christopher,tbd,3,0.3
CSS,54,11,11-Jun-13,Planta,7.3,7,0.6363636363636364
The D.O.T.,54,2,6-May-13,Diary,tbd,0,0.0
French Montana,54,23,21-May-13,Excuse My French,4.1,448,19.47826086956522
Editors,55,14,9-Jul-13,The Weight of Your Love,6.8,0,0.0
Reverend and the Makers,55,10,5-Mar-13,@Reverend_Makers,7.5,3,0.3
Ocean Colour Scene,55,14,11-Feb-13,Painting,tbd,6,0.42857142857142855
Hilly Eye,56,0,22-Jan-13,Reasons To Live,tbd,0,0.0
Placebo,56,11,17-Sep-13,Loud Like Love,7.9,3,0.2727272727272727
Youngblood Hawke,57,13,30-Apr-13,Wake Up,8.6,3,0.23076923076923078
Goo Goo Dolls,57,13,11-Jun-13,Magnetic,6.1,1,0.07692307692307693
Joe Budden,57,17,5-Feb-13,No Love Lost,5.6,194,11.411764705882353
Dog Bite,57,3,5-Feb-13,Velvet Changes,tbd,0,0.0
Keep Shelly in Athens,57,13,17-Sep-13,At Home,tbd,0,0.0
Grouplove,57,16,17-Sep-13,Spreading Rumours,7.8,1,0.0625
Eric Clapton,58,12,12-Mar-13,Old Sock,tbd,0,0.0
Crystal Fighters,58,10,28-May-13,Cave Rave,7.9,1,0.1
Robbie Williams,58,16,18-Nov-13,Swings Both Ways,8.2,7,0.4375
Kid Cudi,58,18,16-Apr-13,Indicud,6.6,129,7.166666666666667
Theme Park,58,10,25-Feb-13,Theme Park,tbd,0,0.0
Bastille,58,19,4-Mar-13,Bad Blood,7.9,4,0.21052631578947367
Tom Odell,58,15,24-Jun-13,Long Way Down,7.8,3,0.2
Airhead,58,1,11-Jun-13,For Years,tbd,0,0.0
Delphic,59,9,28-Jan-13,Collections,tbd,9,1.0
Robin Thicke,59,16,30-Jul-13,Blurred Lines,4.8,49,3.0625
The Mary Onettes,59,3,12-Mar-13,Hit the Waves,tbd,0,0.0
Babyshambles,59,18,2-Sep-13,Sequel to the Prequel,6.6,3,0.16666666666666666
The Courteeners,59,11,4-Feb-13,Anna,tbd,1,0.09090909090909091
Feeding People,59,3,5-Feb-13,Island Universe,tbd,0,0.0
Beady Eye,59,17,19-Nov-13,BE,6.1,0,0.0
One Direction,59,19,25-Nov-13,Midnight Memories,6.1,0,0.0
Modestep,59,18,12-Feb-13,Evolution Theory,8.4,5,0.2777777777777778
Hurts,59,14,11-Mar-13,Exile,7.9,2,0.14285714285714285
Os Mutantes,59,2,30-Apr-13,Fool Metal Jack,tbd,1,0.5
Ra Ra Riot,59,11,22-Jan-13,Beta Love,5.9,2,0.18181818181818182
Dido,59,17,26-Mar-13,Girl Who Got Away,8.1,2,0.11764705882352941
Kinski,59,0,2-Apr-13,Cosy Moments,tbd,0,0.0
UB40,59,13,2-Sep-13,Getting Over the Storm,3.3,1,0.07692307692307693
The Dismemberment Plan,59,10,15-Oct-13,Uncanney Valley,7.6,8,0.8
Minks,59,10,6-Aug-13,Tides End,7.8,0,0.0
Selena Gomez,59,18,23-Jul-13,Stars Dance,6.5,0,0.0
Small Black,60,10,14-May-13,Limits of Desire,8.1,0,0.0
Jay-Z,60,18,4-Jul-13,Magna Carta Holy Grail,6.0,190,10.555555555555555
Bullet For My Valentine,60,15,12-Feb-13,Temper Temper,5.8,10,0.6666666666666666
Har Mar Superstar,60,9,23-Apr-13,Bye Bye 17,tbd,1,0.1111111111111111
MS MR,60,12,14-May-13,Secondhand Rapture,7.9,7,0.5833333333333334
Backstreet Boys,60,16,30-Jul-13,In a World Like This,7.9,1,0.0625
Moby,60,12,30-Sep-13,Innocents,7.6,0,0.0
Bad Religion,60,9,29-Oct-13,Christmas Songs,7.5,2,0.2222222222222222
Justin Timberlake,60,15,30-Sep-13,The 20/20 Experience 2 of 2,8.2,38,2.533333333333333
Unknown Mortal Orchestra,60,5,29-Oct-13,Blue Record [EP],7.6,1,0.2
Atlas Genius,61,14,19-Feb-13,When It Was Now,8.8,2,0.14285714285714285
Katy Perry,61,17,22-Oct-13,Prism,6.6,5,0.29411764705882354
Gauntlet Hair,61,7,16-Jul-13,Stills,tbd,0,0.0
Holy Ghost!,61,11,10-Sep-13,Dynamics,8.1,1,0.09090909090909091
Lady Gaga,61,17,11-Nov-13,ARTPOP,7.6,52,3.0588235294117645
Born Ruffians,61,12,16-Apr-13,Birthmarks,7.5,1,0.08333333333333333
Glasvegas,61,10,3-Sep-13,Later...When the TV Turns To Static,6.8,0,0.0
Deafheaven,92,8,11-Jun-13,Sunbather,8.5,3,0.375
Bassekou Kouyate & Ngoni Ba,90,0,2-Apr-13,Jama Ko,6.3,0,0.0
Nils Frahm,90,11,19-Nov-13,Spaces,8.5,0,0.0
Ashley Monroe,89,9,5-Mar-13,Like a Rose,7.1,6,0.6666666666666666
Russian Circles,88,8,29-Oct-13,Memorial,8.4,0,0.0
Julia Holter,88,9,20-Aug-13,Loud City Song,8.5,0,0.0
Kacey Musgraves,88,12,19-Mar-13,Same Trailer Different Park,8.7,8,0.6666666666666666
John Murry,88,8,9-Apr-13,The Graceless Age,8.5,7,0.875
My Bloody Valentine,87,9,2-Feb-13,M B V,8.3,0,0.0
Jason Isbell,87,12,11-Jun-13,Southeastern,8.5,9,0.75
Tim Hecker,87,12,15-Oct-13,Virgins,8.5,0,0.0
Daft Punk,87,14,21-May-13,Random Access Memories,8.3,0,0.0
Pistol Annies,87,12,7-May-13,Annie Up,4.9,24,2.0
Touche Amore,87,12,24-Sep-13,Is Survived By,8.2,0,0.0
Jenny Hval,87,11,14-May-13,Innocence is Kinky,8.5,5,0.45454545454545453
Rokia Traoré,87,0,8-Apr-13,Beautiful Africa,8.2,0,0.0
Robbie Fulks,87,12,27-Aug-13,Gone Away Backward,4.4,3,0.25
British Sea Power,86,0,2-Dec-13,From the Sea to the Land Beyond [OST],8.4,0,0.0
Letlive,86,11,9-Jul-13,The Blackest Beautiful,8.6,29,2.6363636363636362
The James Hunter Six,86,6,26-Feb-13,Minute by Minute,7.8,0,0.0
Wayne Shorter,86,0,5-Feb-13,Without a Net,5.6,0,0.0
Killer Mike,86,0,26-Jun-13,Run the Jewels,8.5,0,0.0
Laura Marling,86,16,28-May-13,Once I Was an Eagle,8.6,9,0.5625
The Mavericks,86,13,26-Feb-13,In Time,8.0,0,0.0
Chance the Rapper,86,13,30-Apr-13,Acid Rap,8.7,184,14.153846153846153
Hiss Golden Messenger,86,11,2-Apr-13,Haw,8.3,0,0.0
The Knife,85,17,9-Apr-13,Shaking the Habitual,8.4,3,0.17647058823529413
William Tyler,85,8,19-Mar-13,Impossible Truth,7.2,0,0.0
Guy Clark,85,11,23-Jul-13,My Favorite Picture of You,8.6,7,0.6363636363636364
Patty Griffin,85,12,7-May-13,American Kid,8.1,3,0.25
Phosphorescent,85,10,19-Mar-13,Muchacho,8.1,0,0.0
Norma Jean,85,12,6-Aug-13,Wrongdoers,8.4,9,0.75
Cult of Luna,85,10,29-Jan-13,Vertikal,7.9,0,0.0
Boards of Canada,85,17,11-Jun-13,Tomorrow's Harvest,8.5,0,0.0
Beyoncé,85,0,13-Dec-13,Beyoncé,8.2,0,0.0
Parquet Courts,84,16,15-Jan-13,Light Up Gold,8.3,7,0.4375
Mutual Benefit,84,8,3-Dec-13,Love's Crushing Diamond,8.5,0,0.0
Various Artists,84,32,5-Nov-13,Divided & United: Songs of the Civil War,tbd,0,0.0
Coliseum,84,13,30-Apr-13,Sister Faith,tbd,0,0.0
The National,84,14,21-May-13,Trouble Will Find Me,8.7,2,0.14285714285714285
The Haxan Cloak,84,9,16-Apr-13,Excavation,8.6,0,0.0
Kanye West,84,10,18-Jun-13,Yeezus,7.6,133,13.3
Mikal Cronin,84,10,7-May-13,MCII,8.4,2,0.2
Bombino,84,9,2-Apr-13,Nomad,8.3,0,0.0
Neko Case,84,15,3-Sep-13,"The Worse Things Get, the Harder I Fight, the Harder I Fight, the More I Love You",8.1,8,0.5333333333333333
Pet Shop Boys,84,9,16-Jul-13,Electric,8.2,0,0.0
Vampire Weekend,84,12,14-May-13,Modern Vampires of the City,8.9,3,0.25
Bill Callahan,84,8,17-Sep-13,Dream River,8.2,0,0.0
Roy Harper,84,0,23-Sep-13,Man and Myth,tbd,0,0.0
Kvelertak,84,11,26-Mar-13,Meir,8.1,1,0.09090909090909091
Voivod,84,10,22-Jan-13,Target Earth,7.2,1,0.1
Danny Brown,83,20,8-Oct-13,Old,8.4,219,10.95
Superchunk,83,11,20-Aug-13,I Hate Music,8.0,1,0.09090909090909091
Patty Griffin,83,14,8-Oct-13,Silver Bell,7.4,6,0.42857142857142855
DJ Koze,83,6,2-Apr-13,Amygdala,8.0,0,0.0
Wolf Eyes,83,0,9-Apr-13,No Answer: Lower Floors,tbd,0,0.0
Thundercat,83,12,9-Jul-13,Apocalypse,8.3,2,0.16666666666666666
Mountains,83,0,22-Jan-13,Centralia,7.2,0,0.0
Tamikrest,83,0,1-Oct-13,Chatma,tbd,0,0.0
True Widow,83,8,23-Jul-13,Circumambulation,7.4,0,0.0
The Icarus Line,83,0,6-Aug-13,Slave Vows,6.8,0,0.0
Future of the Left,83,14,21-Oct-13,How to Stop Your Brain in an Accident,8.3,31,2.2142857142857144
Daniel Avery,83,12,7-Oct-13,Drone Logic,8.4,0,0.0
Kevin Devine,82,11,15-Oct-13,Bubblegum,tbd,10,0.9090909090909091
Josephine Foster,82,10,12-Nov-13,I'm a Dreamer,8.3,0,0.0
Janelle Monáe,82,0,10-Sep-13,The Electric Lady,8.8,0,0.0
Queens of the Stone Age,82,10,4-Jun-13,...Like Clockwork,8.8,6,0.6
All Pigs Must Die,82,10,23-Jul-13,Nothing Violates This Nature,tbd,1,0.1
Thee Oh Sees,82,10,16-Apr-13,Floating Coffin,8.4,0,0.0
Jon Hopkins,82,8,4-Jun-13,Immunity,8.6,0,0.0
Bilal,82,13,26-Feb-13,A Love Surreal,8.5,6,0.46153846153846156
Yo La Tengo,82,10,15-Jan-13,Fade,8.2,0,0.0
Lady Lamb the Beekeeper,82,12,19-Feb-13,Ripely Pine,8.8,2,0.16666666666666666
Earl Sweatshirt,82,15,20-Aug-13,Doris,8.3,186,12.4
John Grant,82,11,14-May-13,Pale Green Ghosts,8.5,13,1.1818181818181819
Chris Brown,38,22,3-Jul-12,Fortune,3.3,85,3.8636363636363638
Kreayshawn,42,13,17-Sep-12,Somethin' 'Bout Kreay,6.9,112,8.615384615384615
Meat Loaf,44,12,13-Mar-12,Hell in a Handbasket,3.5,4,0.3333333333333333
Santana,45,13,15-May-12,Shape Shifter,tbd,0,0.0
WZRD,50,11,28-Feb-12,WZRD,7.1,7,0.6363636363636364
The Dandy Warhols,50,10,24-Apr-12,This Machine,6.0,9,0.9
Matthew Friedberger,50,0,30-Oct-12,Matricidal Sons Of Bitches,tbd,0,0.0
Reptar,51,11,1-May-12,Body Faucet,8.0,2,0.18181818181818182
The Offspring,51,13,26-Jun-12,Days Go By,6.9,11,0.8461538461538461
Cher Lloyd,51,11,2-Oct-12,Sticks + Stones,5.1,2,0.18181818181818182
The Ting Tings,52,14,13-Mar-12,Sounds from Nowheresville,6.2,5,0.35714285714285715
Owl City,52,15,21-Aug-12,The Midsummer Station,4.7,1,0.06666666666666667
POP ETC,53,11,12-Jun-12,POP ETC,4.7,2,0.18181818181818182
Aerosmith,54,22,6-Nov-12,Music From Another Dimension!,5.4,6,0.2727272727272727
James Iha,54,15,17-Sep-12,Look to the Sky,tbd,0,0.0
Maroon 5,54,16,26-Jun-12,Overexposed,5.0,13,0.8125
Flo Rida,54,14,3-Jul-12,Wild Ones,2.4,11,0.7857142857142857
Alanis Morissette,55,20,28-Aug-12,Havoc and Bright Lights,6.8,3,0.15
Labrinth,55,15,2-Apr-12,Electronic Earth,5.9,18,1.2
Dog Is Dead,55,15,8-Oct-12,All Our Favourite Stories,tbd,5,0.3333333333333333
2 Chainz,55,18,14-Aug-12,Based on a T.R.U. Story,4.8,208,11.555555555555555
Pop Levi,55,1,13-Nov-12,Medicine,tbd,3,3.0
The Internet,55,14,31-Jan-12,Purple Naked Ladies,6.9,21,1.5
The Temper Trap,56,15,5-Jun-12,The Temper Trap,6.9,2,0.13333333333333333
Christina Aguilera,56,16,13-Nov-12,Lotus,7.4,28,1.75
The Fray,56,15,7-Feb-12,Scars & Stories,8.0,0,0.0
Wiz Khalifa,56,21,4-Dec-12,O.N.I.F.C.,5.1,258,12.285714285714286
Lostprophets,56,17,19-Jun-12,Weapons,5.9,3,0.17647058823529413
Marina and the Diamonds,57,17,10-Jul-12,Electra Heart,8.5,107,6.294117647058823
Die Antwoord,57,13,7-Feb-12,Ten$ion,5.8,183,14.076923076923077
YOKOKIMTHURSTON,57,0,25-Sep-12,YOKOKIMTHURSTON,4.5,0,0.0
Matchbox Twenty,57,17,4-Sep-12,North,8.4,5,0.29411764705882354
Nelly Furtado,57,20,18-Sep-12,The Spirit Indestructible,7.0,1,0.05
Calvin Harris,57,15,30-Oct-12,18 Months,7.2,5,0.3333333333333333
Joe Walsh,57,11,5-Jun-12,Analog Man,8.0,5,0.45454545454545453
Snow Patrol,58,14,10-Jan-12,Fallen Empires,8.2,0,0.0
Monica,58,16,10-Apr-12,New Life,4.5,8,0.5
Flats,58,0,31-Jul-12,Better Living,tbd,0,0.0
Mike Patton,58,0,24-Jul-12,Luciano Berio: Laborintus II,tbd,0,0.0
Alex Clare,58,0,8-May-12,Lateness of the Hour,6.8,0,0.0
Joe Jackson,59,5,26-Jun-12,The Duke,tbd,0,0.0
Electric Guest,59,10,24-Apr-12,Mondo,8.4,1,0.1
The Phenomenal Handclap Band,59,3,14-Feb-12,Form & Control,tbd,0,0.0
Clock Opera,59,12,23-Apr-12,Ways To Forget,7.8,2,0.16666666666666666
Deadmau5,59,15,25-Sep-12,>Album Title Goes Here<,7.5,10,0.6666666666666666
Marilyn Manson,59,14,1-May-12,Born Villain,7.5,49,3.5
Matt & Kim,59,10,2-Oct-12,Lightning,7.0,2,0.2
The Cranberries,59,13,28-Feb-12,Roses,7.6,1,0.07692307692307693
Jimmy Edgar,59,0,4-Dec-12,Majenta,tbd,0,0.0
Terry Malts,59,6,21-Feb-12,Killing Time,tbd,1,0.16666666666666666
Feeder,60,12,23-Apr-12,Generation Freakshow,8.8,0,0.0
thenewno2,60,5,31-Jul-12,thefearofmissingout,tbd,0,0.0
